22:51:22.323 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
22:51:23.309 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 4022dc89-0c00-42d1-acab-d888246980e0_config-0
22:51:23.343 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 20 ms to scan 1 urls, producing 3 keys and 6 values 
22:51:23.371 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 4 keys and 9 values 
22:51:23.381 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 3 keys and 10 values 
22:51:23.391 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 1 keys and 5 values 
22:51:23.402 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 1 keys and 7 values 
22:51:23.411 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 2 keys and 8 values 
22:51:23.418 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
22:51:23.418 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$468/0x0000000800e7f040
22:51:23.419 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$469/0x0000000800e7f440
22:51:23.419 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
22:51:23.419 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
22:51:23.426 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
22:51:25.485 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1683730285306_127.0.0.1_51161
22:51:25.485 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] Notify connected event to listeners.
22:51:25.486 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
22:51:25.486 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4022dc89-0c00-42d1-acab-d888246980e0_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$484/0x0000000800ee7c40
22:51:25.562 [main] INFO  c.r.a.RuoYiAuthApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
22:51:27.231 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9200"]
22:51:27.232 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
22:51:27.232 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
22:51:27.398 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
22:51:28.309 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
22:51:29.982 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of c1fc6f96-ee44-454c-a0db-45bc017dd07b
22:51:29.982 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] RpcClient init label, labels = {module=naming, source=sdk}
22:51:29.984 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
22:51:29.984 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
22:51:29.984 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
22:51:29.984 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
22:51:30.100 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1683730289992_127.0.0.1_51169
22:51:30.100 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
22:51:30.100 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Notify connected event to listeners.
22:51:30.100 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$484/0x0000000800ee7c40
22:51:30.124 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9200"]
22:51:30.143 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-auth 192.168.40.1:9200 register finished
22:51:30.630 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Receive server push request, request = NotifySubscriberRequest, requestId = 2
22:51:30.634 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Ack server push request, request = NotifySubscriberRequest, requestId = 2
22:51:30.661 [main] INFO  c.r.a.RuoYiAuthApplication - [logStarted,61] - Started RuoYiAuthApplication in 9.75 seconds (JVM running for 11.432)
22:51:30.668 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-auth.yml, group=DEFAULT_GROUP
22:51:30.670 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-auth-dev.yml, group=DEFAULT_GROUP
22:51:30.670 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=ruoyi-auth, group=DEFAULT_GROUP
22:51:31.793 [RMI TCP Connection(2)-169.254.63.97] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
22:54:27.180 [nacos-grpc-client-executor-65] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Receive server push request, request = NotifySubscriberRequest, requestId = 7
22:54:27.206 [nacos-grpc-client-executor-65] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c1fc6f96-ee44-454c-a0db-45bc017dd07b] Ack server push request, request = NotifySubscriberRequest, requestId = 7
